Company Name,Phone,Address,Years in Business,Owner,Website,Search Term,City,Timestamp
"Integrity Tree Service LLC","(801) 608-1761","Nampa, ID 83651","10","Steve Erickson, Managing Member","https://www.integritytreespecialists.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Timmy's Tree Service","(208) 412-5647","","18","Mr. Tim Andra, Owner","https://www.timmystrees.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Clean Cut Lawn Care","(208) 571-5032","Nampa, ID 83651","11","Mr. Isaac Chavez, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Rick Bale Pruning Yardscape","(208) 629-6452","Nampa, ID 83687-8918","18","Mr. Rick Bale, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Qualitree Inc.","(208) 467-6175","Nampa, ID 83687","40","Mr. Jon Wakelam, Owner","https://www.qualitreeidaho.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Hoffman's Landscaping, Inc.","(208) 466-1560","Nampa, ID 83651","48","Mr. Ray Klinchuch, President","https://hoffmanslandscape.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Topping Trees LLC","(208) 412-3825","","13","Mr. James Topping, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Bare Foot Lawns, LLC","(208) 323-8002","Nampa, ID 83687-5119","27","Mr. Jeremiah Long, Owner","https://www.barefootlawnsusa.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Majestic Landscape Company","(208) 989-4245","Nampa, ID 83653","25","Mr. Bill Taylor, Owner","https://www.majesticlandscapecompany.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Trinity Lawn and Landscape","(208) 899-4145","Nampa, ID 83653-0111","18","Mr. Josh Doughty, Owner","https://www.trinitylawn.net/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Blue Ribbon Landscape & Maintenance, Inc.","(208) 466-5656","","26","Mr. Hans Ellis, President","https://www.blueribbonlandscapes.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Hoffman's Landscaping, Inc.","(208) 466-1560","Nampa, ID 83651","48","Mr. Ray Klinchuch, President","https://hoffmanslandscape.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Parker Tree Service Inc.","(208) 461-8733","","88","Mr. Justin P Parker, Owner","https://www.parkertreeservice.net/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"MKM Tree Service","(208) 323-1056","","19","Mr. Michael Miller, Owner","https://www.facebook.com/pages/M-K-M-Tree-Service/156007637771431","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Brown Tree Service LLC","(208) 860-0904","Boise, ID 83709-3743","18","Mr. James Brown, Member","https://www.stumpgrinderjim.com/home","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Meridian Tree Service","(208) 887-0055","Meridian, ID 83680","48","Mr. Dennis Moore, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Creative Landscaping & Tree Service LLC","(208) 965-3800","Caldwell, ID 83605-8045","14","Ms. Kelly Garcia, Owner","https://creative777.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Holloway Tree Service","(208) 888-4242","Meridian, ID 83646","62","Mr. Harold Holloway, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Advanced Contracting Tree Service","(208) 602-8266","","19","Mr. Randy Ducker, Owner","https://advancedcontractingtreeservices.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Climbing Sammy's Tree Service","(208) 409-8329","Kuna, ID 83634-1434","16","Mr. Samuel A Mortensen, Owner","https://www.climbingsammystreeservice.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Parker Tree Service Inc.","(208) 461-8733","","88","Mr. Justin P Parker, Owner","https://www.parkertreeservice.net/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Timberline Tree Service","(208) 377-5663","","17","Ms. Pam Kirschner, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Woolf Tree Service Inc","(208) 342-1813","Eagle, ID 83616","46","Mr. Lynn Steadham, President/Owner","https://www.woolftreeserviceinc.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Independent Tree Service","(208) 859-3415","Boise, ID 83703","32","Mr. John Lancaster, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Conner Tree Service","(208) 412-6695","","14","Mr. Sean Conner, Managing Member","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Terry's Tree Service, Inc.","(208) 362-3354","Boise, ID 83709-5544","16","Ms. Amy Wakagawa, Owner","https://www.terrystreeserviceinc.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Meyers Lawn Service","(208) 440-4160","","12","Mr. Parker Meyers, Owner","https://www.facebook.com/MeyersLawnService/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Chavco Tree & Landscape Services, Inc.","(208) 697-3407","Meridian, ID 83646","26","Mr. Joshua Chaves, President","https://www.chavcotreeboise.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Chavco Tree & Landscape Services, Inc.","(208) 697-3407","Meridian, ID 83646","26","Mr. Joshua Chaves, President","https://www.chavcotreeboise.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"NaturalTree Service","(208) 642-2820","Payette, ID 83661","24","Mr. Gary Needs, Operator","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"The Tree Guy","(208) 573-1798","Meridian, ID 83642","17","Kimble / Julie Johnson, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Sawtooth Landscape & Tree Service LLC","(208) 871-1507","","15","Mr. David Graham, Owner","https://sawtoothboise.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Heartwood Tree Care LLC","(208) 965-6174","","11","Mr. Daniel Hess, Owner","https://www.heartwood-treecare.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"AJ's Tree Preservation","(208) 336-6036","Boise, ID 83719-0507","26","Mr. Arturo Lopez, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"EPS Tree Care","(208) 870-1843","Meridian, ID 83646","18","Mr. Trent Nieffenegger, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Stockdale Tree Care","(208) 884-8733","Meridian, ID 83642","21","Mr. Rick Stockdale, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Little Tree","(208) 286-6875","","19","Ms. Jessica Southern, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Green Services","(208) 939-7378","Boise, ID 83714-6077","18","Mr. Jamin Martin, President","https://www.mygreenservices.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"A Tree Company LLC","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Green Services","(208) 939-7378","Boise, ID 83714-6077","18","Mr. Jamin Martin, President","https://www.mygreenservices.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Arborman Tree Care","(208) 286-6875","","11","Ms. Jessica Southern, Managing Member","https://arbormantreecare.net/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Senske Services","(877) 944-4007","Boise, ID 83709-0537","78","Mr. Christopher Senske, President","https://senske.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Arborman Tree Care","(208) 286-6875","","11","Ms. Jessica Southern, Managing Member","https://arbormantreecare.net/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Eagle Tree & Shrub","(208) 939-0919","Eagle, ID 83616-9117","16","Ms. Amy Wakagawa, Owner","https://www.eagletreeandshrub.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Ada Tree and Shrub","(208) 362-2013","Boise, ID 83719","18","Ms. Monique Sorenson, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Tree Maintenance","(208) 695-4026","New Plymouth, ID 83655-5270","19","Mr. Jeff Bayes, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"A Tree Company LLC","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Done-Rite Tree Company, Inc.","(208) 362-0246","Boise, ID 83719","29","Ms. Tina Butcher, Co-Owner","https://www.doneritetreeco.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"LuckE13 Landscape Services Corporation","(208) 562-8813","","13","Mr. Mike Kyle, President/COO","https://www.lucke13landscape.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Tree Maintenance","(208) 695-4026","New Plymouth, ID 83655-5270","19","Mr. Jeff Bayes, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Country Wide Tree Care","(208) 378-1868","Boise, ID 83703-4146","18","Mr. James Molinaro, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"A Tree Company LLC","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Westcoast Tree Care Inc","(800) 767-8733","Boise, ID 83702-3924","26","Mr. James M Mosher, President","https://www.westcoast-tree.org/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"LuckE13 Landscape Services Corporation","(208) 562-8813","","13","Mr. Mike Kyle, President/COO","https://www.lucke13landscape.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Idaho Tree Preservation, LLP","(208) 424-0037","Boise, ID 83706","22","Ms. Janet Davis, Owner","https://www.idahotreepreservation.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"AB 3 Tree Service LLC","(541) 403-2615","Richland, OR 97870-6607","12","Mr. Samuel Akers, President","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"D&D Lawn Services","(208) 713-6875","Boise, ID 83706","16","Mr. Larry Gonzales, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"A Cut Above Tree Service","(541) 519-3313","Baker City, OR 97814","28","Mr. Garrett Nelson, President","https://acutabove-treeservice.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Treasure Valley Premier Services LLC","(208) 484-6365","Boise, ID 83706-6721","21","Mr. James Feehan, Owner","https://treasurevalleyservices.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"A Cut Above Tree Service","(541) 519-3313","Baker City, OR 97814","28","Mr. Garrett Nelson, President","https://acutabove-treeservice.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Miller's Tree Service","(541) 786-1602","","34","Dale K. Miller, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Zing LLC","(208) 585-9400","Middleton, ID 83644-5543","16","Mr. Jed Wyatt, Managing Member","https://www.zingidaho.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Local Lawn & Tree Spraying Service","(208) 735-0555","Twin Falls, ID 83303-2656","21","Mr. Louis Lopez, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Home Depot","(208) 887-9699","Meridian, ID 83642-3055","46","Manager, Manager","https://www.homedepot.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Jim's Tree Landscape Service","(208) 431-3253","Burley, ID 83318","52","Mr. Jim Holland, President","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Zing LLC","(208) 585-9400","Middleton, ID 83644","16","Mr. Jed Wyatt, Managing Member","https://www.zingidaho.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Tom and Jerry's Tree Service","(208) 808-8733","Heyburn, ID 83336","18","Mr. Jered Wells","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"All Around Tree Service, LLC","(208) 731-7726","Filer, ID 83328","17","Mr. Steve Snyder, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"New Hope Services, LLC","(800) 398-6867","Weiser, ID 83672","18","Mrs. Barbara Perez, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"RPM Tree Service, LLC","(541) 786-3104","","10","Mr. Ryan Morehead, Member","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Mountain West Arbor Care","(800) 767-8733","Boise, ID 83702-3924","12","Mr. Jim Mosher, Owner","https://www.westcoast-tree.org/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Home Depot","(208) 375-1186","Boise, ID 83704","46","Manager, Manager","https://www.homedepot.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"New Hope Services, LLC","(800) 398-6867","Weiser, ID 83672","18","Mrs. Barbara Perez, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Parker Tree Services Inc","(541) 963-8201","Summerville, OR 97876-8127","87","Mr. Grant Parker, President","https://parkertreeservices.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Tree Trouble?","(208) 432-2221","Burley, ID 83318-5053","14","Mr. Scott Yates, Owner/Operator","https://www.minicassiatreetrouble.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"G & G Landscaping Services, Inc","(208) 788-1708","","17","Mr. Jose M Guerrero, Owner","https://gglandscapingservices.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"G & G Landscaping Services, Inc","(208) 788-1708","","17","Mr. Jose M Guerrero, Owner","https://gglandscapingservices.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Home Depot","(541) 823-1145","Ontario, OR 97914","46","Manager, Manager","https://www.homedepot.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Green Valley Towing / Idaho Landscape & Lawn Care","(208) 860-0979","Middleton, ID 83644","43","Mr. Jeff Richlin, Owner/President","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Pacific Crest Tree","(541) 786-3974","Elgin, OR 97827-8163","22","Wayne Risseeuw, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Forest Management, Inc.","(208) 362-1725","","51","Mr. Patrick L Atkins, President","https://www.fmitree.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Impressive Trimming and Firewood LLC","(208) 761-8067","Caldwell, ID 83606-1357","14","Mr. Roger C Gordon, Managing Member","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Forest Management, Inc.","(208) 362-1725","","51","Mr. Patrick L Atkins, President","https://www.fmitree.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Lucky Lawns LLC","(208) 322-7777","Meridian, ID 83646","18","Mr. Jeff Simpson, Owner","https://www.luckylawncare.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Jon C. Irby Landscaping, LLC","(208) 887-1456","Meridian, ID 83646-5044","19","Mr. Jon Irby, Owner","https://www.joncirby.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Gerhard Borbonus Landscaping,Inc.","(208) 362-0525","Boise, ID 83706","53","Mr. Gerhard Borbonus, Owner","https://www.gblandscaping.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Gerhard Borbonus Landscaping,Inc.","(208) 362-0525","Boise, ID 83706","53","Mr. Gerhard Borbonus, Owner","https://www.gblandscaping.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Weed Man Lawn Care","(208) 888-9911","Meridian, ID 83642-5946","20","Andy Kurth, Owner","https://boise.weedmanusa.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Gerhard Borbonus Landscaping,Inc.","(208) 362-0525","Boise, ID 83706","53","Mr. Gerhard Borbonus, Owner","https://www.gblandscaping.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Forever Green (The Organic Difference)","(208) 344-8300","Boise, ID 83714-6408","27","Mr. Brian Pooley, President","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Weed Man Lawn Care","(208) 888-9911","Meridian, ID 83642-5946","20","Andy Kurth, Owner","https://boise.weedmanusa.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Kodiak Landscape LLC","(208) 631-0279","","12","Mr. Bo D Richards, Member","https://www.facebook.com/Kodiak-Landscape-LLC-275819335917945/timeline","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"A Shade Greener Lawn Maintenance","(208) 860-7114","Boise, ID 83713-5121","22","Mr. John Stoeger, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Blue Ribbon Landscape & Maintenance, Inc.","(208) 466-5656","","26","Mr. Hans Ellis, President","https://www.blueribbonlandscapes.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Diamond Lawns LLC","(208) 484-5568","Meridian, ID 83642","18","Mr. Nick Gifford, Owner","https://www.diamondlawns.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Everyday Lawn Care","(866) 283-9235","","14","Mr. Cordell Gardner, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Landscape Technologies LLC","(208) 559-5013","","16","Mr. Randy Sohn Jr., Owner","https://www.landscapetechidaho.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Endless Summer Landscape","(208) 629-9099","","20","Ms. Lindsay Breaux, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"A&A Stump Removal & Shrub Care","(208) 713-0835","Boise, ID 83703-5108","21","Mr. Joe M Neal, Owner/Operator","https://aa-stump-removal-shrub-care.business.site/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Taylor Lawn Care & Maintenance","(208) 850-1300","Garden City, ID 83714-1128","22","Mr. Larry Taylor, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Kelly Landscaping Inc.","(208) 919-3364","","19","Mr. Greg Kelly, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Cutting Edge Landscape","(208) 378-4588","Boise, ID 83714-6054","29","Mr. Bob Wheeler, Member","https://www.cuttingedgelandscape.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Estate Lawn Care","(208) 336-0403","","28","Mr. Jay Armstrong, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Lawn Pro of Boise LLC","(208) 602-7317","Garden City, ID 83714","18","Mr. Ryan A Spolar, Owner/Member","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Green Lawn Care and Landscape, Inc","(208) 376-4967","","40","Ms. Sarah Soto-Rodriguez, Office Manager","https://www.greenlawncareinc.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Rick's Landscape","(208) 283-4249","Boise, ID 83703","18","","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Rick's Landscape","(208) 283-4249","Boise, ID 83703","18","","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Sinclair Brothers LLC","(541) 426-7042","Enterprise, OR 97828-0513","14","Mr. Eric Sinclair, Member","https://wallowacountytrees.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Pro Care Landscape Management, Inc.","(208) 288-5589","Boise, ID 83714-1456","38","Mr. Kevin Allen, General Manager","https://procareidaho.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"TLC Landscape","(208) 859-9955","Boise, ID 83714","25","Mr. Todd Waggoner, Owner","https://www.tlcscape.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Westover Landscape","(208) 921-3368","Boise, ID 83704-6900","10","Mr. Christian Westover, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Landscape Technologies LLC","(208) 559-5013","","16","Mr. Randy Sohn Jr., Owner","https://www.landscapetechidaho.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Purvis Nursery & Orchard","(208) 407-6781","Homedale, ID 83628-3517","14","Mr. Bob Purvis, Owner","https://purvisnurseryandorchard.weebly.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Pro Care Landscape Management, Inc.","(208) 288-5589","Boise, ID 83714-1456","38","Mr. Kevin Allen, General Manager","https://procareidaho.com/","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"Greenview Landscaping, LLC","(208) 412-5619","","15","Mr. Joel Voloshen, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"C and S Concrete","(208) 320-0734","Wendell, ID 83355-5315","14","Mr. Sheridan Pearson, Owner","","tree service","Nampa, ID","2025-04-05T20:30:02.234Z"
"O'Brien Landscaping, Inc","(208) 390-0029","","27","Mr. Stephen O'Brien, President","https://www.obrienlandscapinginc.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Rafael Aquino Landscaping","(208) 313-7427","Idaho Falls, ID 83404","17","Mr. Rafael Aquino, Owner","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Spring Falls Landscaping","(208) 757-0331","Idaho Falls, ID 83402","21","Mr. Chris Fife, Owner","https://www.springfallslandscaping.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Spring Falls Landscaping","(208) 757-0331","Idaho Falls, ID 83402","21","Mr. Chris Fife, Owner","https://www.springfallslandscaping.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Swiss Precision Enterprises","(208) 652-7831","Ashton, ID 83420-0842","43","Mr. Kurt Eidam","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"David W. Lawrence Lawn Services, Inc.","(208) 522-4070","Idaho Falls, ID 83403","16","Mr. David Lawrence, Owner","https://lawrencelandscapinginc.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Bennys Lawn Care","(208) 200-2170","Idaho Falls, ID 83403-2554","18","Mr. Benny Oliva, Owner/Operator","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Summerco Landscaping Incorporated","(208) 681-0936","Idaho Falls, ID 83401-5952","19","Mr. Forrest B Summers, President","https://summercolandscaping.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Advanced Landscaping, LLC.","(208) 529-1649","","20","Greg Pimentel, Owner","https://advancedlandscapingllc.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Greenskeeper Landscape & Excavating LLC","(208) 522-9920","Idaho Falls, ID 83401-1600","21","Mr. Justin Albertson, Owner","https://www.greenskeeperidahofalls.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"O'Brien Landscaping, Inc","(208) 390-0029","","27","Mr. Stephen O'Brien, President","https://www.obrienlandscapinginc.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Teton Landscape & Sprinklers LLC","(208) 243-0130","Idaho Falls, ID 83402-5704","22","Mr. Corey D Cook, Member","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Mendoza Landscaping","(208) 227-3308","Idaho Falls, ID 83402","17","Mr. Nester Mendoza, Owner","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Diamond T Landscape & Construction","(208) 528-6572","Idaho Falls, ID 83401","28","Mr. Teagon Smith, Owner","https://www.diamondtconstruction.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Top Notch Lawns and Landscaping LLC","(208) 360-2176","Idaho Falls, ID 83401-6706","10","Mr. Michael Barriga, Owner","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Norlen Landscaping, LLC","(208) 709-3478","Idaho Falls, ID 83401","17","Mr. Mark Norlen, Owner","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"A&P Sprinklers and Landscaping","(208) 589-1526","Idaho Falls, ID 83402-5665","13","Mr. Charlie Anderson, Owner","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"R & K Landscape Services LLC","(208) 681-4573","Idaho Falls, ID 83401","11","Mr. Ryan Singleton, Member","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"A&P Sprinklers and Landscaping","(208) 589-1526","Idaho Falls, ID 83402-5665","13","Mr. Charlie Anderson, Owner","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Outback Landscape Inc.","(208) 656-3220","Rexburg, ID 83440","22","Mr. Chase Coates, Owner","https://www.outbacklandscapeinc.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Homework Landscaping","(208) 201-9384","Shelley, ID 83274-1363","12","Mr. Frank Pickett, Owner","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Precision Landscaping","(208) 681-9765","Blackfoot, ID 83221","23","Mr. Dan Truman, Owner","https://www.facebook.com/Precision-Landscaping-123677718004648","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"O'Brien Landscaping, Inc","(208) 390-0029","","27","Mr. Stephen O'Brien, President","https://www.obrienlandscapinginc.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Precision Landscaping","(208) 681-9765","Blackfoot, ID 83221","23","Mr. Dan Truman, Owner","https://www.facebook.com/Precision-Landscaping-123677718004648","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Stone Creek Landscaping LLC","(208) 359-9780","Rexburg, ID 83440-5113","25","Mr. Maurice Brown, Principal","https://www.stonecreeklandscapes.blogspot.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Premier Landscaping","(208) 241-9710","Pocatello, ID 83206-2695","11","Mr. Andrew Simmons","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Idaho Classic Landscape & Sprinklers","(208) 782-3435","","28","Mr. Klinton R Olsen, Owner/Member","https://www.idahoclassic.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Lawless Landscaping","(208) 787-4126","","30","Mr. John Lawless, President","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Scotts Sprinkler Systems & Landscaping","(208) 251-5587","Chubbuck, ID 83202","19","Mr. Scott Lish, Owner","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Mountain Shadow Landscaping","(208) 234-9393","Pocatello, ID 83202","19","Charity Davis, Office Manager","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Spruce It Up Landscaping, Inc","(208) 317-7049","Rexburg, ID 83440-5040","26","","https://siulandscaping.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"A2 Lawn & Landscape Inc.","(208) 757-1148","","19","Mr. Brady Madsen, Owner","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Armstrong Sprinklers & Landscaping","(208) 223-8400","","20","Mr. Clayton Armstrong","https://www.aslidaho.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Bluebird Lawn & Landscaping LLC","(208) 201-4275","Driggs, ID 83422","16","Mr. Chris Koenig, Owner","https://bluebirdll.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"High Desert Landscaping LLC","(208) 339-1904","Pocatello, ID 83204","17","Mr. MIchael Whitworth, Member","https://www.landscapingpocatello.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"O'Brien Landscaping, Inc","(208) 390-0029","","27","Mr. Stephen O'Brien, President","https://www.obrienlandscapinginc.com/","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
"Green Mountain Landscaping","(307) 733-9239","Victor, ID 83455","45","Ms. Sue Gronberg, Sec/Treas","","landscaping","Idaho Falls, ID","2025-04-05T20:30:02.234Z"
